#{"t_start": 1761551239.1125705, "env_id": "None"}
r,l,t
-173.050563,2700,3013.251415
-443.825431,2700,3015.210931
-250.917484,2212,3019.182608
-100.31224,1741,3020.575474
-124.978543,1461,3021.797445
-310.890337,2650,3023.696105
-184.210628,1785,3025.096039
-361.224822,2155,3029.092141
-107.946181,1528,3030.334563
-478.324415,2587,3032.156925
64.938434,340,3032.77581
-320.472234,2700,3037.139774
-310.693926,2700,3039.041375
-383.060597,2700,3040.920855
-264.110069,2700,3045.181328
-210.470625,1968,3046.689993
54.296299,2700,3048.61354
-452.580559,2496,3050.379116
-197.755694,913,3053.653722
-194.355815,1081,3054.697464
-267.954314,1538,3055.962722
-302.754598,2352,3057.684442
-354.25503,2408,3061.819381
-193.639215,1364,3063.030218
-148.109411,1008,3064.064363
-364.779353,1611,3065.410161
124.459087,340,3066.035813
-286.020082,1236,3067.134362
-279.264955,1690,3068.531673
-301.727978,1751,3072.362464
-236.890289,1368,3073.533836
-284.766288,1384,3074.701434
21.520618,414,3075.354406
-277.999889,2121,3076.944579
-294.360074,1236,3078.079784
-336.264396,2357,3082.051125
-238.314047,1256,3083.186857
-270.622543,957,3084.179414
-7.661559,414,3084.826809
-25.367256,2700,3086.714562
-23.270968,432,3087.381143
-175.892644,1506,3090.963762
-246.909753,1557,3092.249319
-162.892822,745,3093.102135
-211.643953,2700,3094.992795
-275.887708,1486,3096.228413
-203.476898,2650,3100.384407
-210.790277,1450,3101.608107
52.299528,340,3102.237287
-176.677538,1450,3103.44603
190.577119,2700,3105.267723
-269.984019,2230,3109.207601
-175.17779,2213,3110.863967
-125.7906,2518,3112.663737
64.522028,340,3113.310052
-201.730349,1016,3116.744517
60.20592,2700,3118.591985
-154.955281,1226,3119.69942
-206.21182,1262,3120.832108
-325.544194,1803,3122.21921
-113.762569,2700,3126.34431
-164.524794,1380,3127.4925
-265.284515,1397,3128.724074
-237.405445,1895,3130.152267
-284.031946,913,3131.084696
-325.10908,1307,3134.596143
-291.317197,2394,3136.269901
-311.447294,1450,3137.499699
76.350795,414,3138.154948
-208.763586,1845,3139.585582
-170.345692,989,3140.563127
-240.325685,567,3141.32842
-152.660764,1265,3144.697745
-253.027218,1180,3145.803692
22.641671,414,3146.46295
-132.556486,1859,3147.884383
-186.813223,1263,3149.03074
-237.388921,1128,3150.094428
-186.633036,1437,3153.561717
-331.792411,1424,3154.75535
-223.200711,2656,3156.619167
-223.083576,1490,3157.843924
135.721331,426,3158.519886
-325.571761,2635,3162.642192
-179.378901,2155,3164.234601
-243.498879,1595,3165.569212
-188.428188,2240,3167.200638
-544.348269,2581,3171.267428
-169.258212,1361,3172.451555
-285.673976,1968,3173.915393
-196.4499,867,3174.817162
-203.889285,993,3175.78441
-26.153666,2302,3179.811382
-140.762767,1806,3181.219522
-250.977068,1297,3182.333744
-238.467225,2078,3183.877301
-282.33687,1846,3185.280023
-31.756381,2700,3189.412895
-178.221869,2138,3191.039563
-272.913179,977,3192.031498
-211.354122,2548,3193.82317
-268.180971,1129,3197.177335
-258.14195,1087,3198.223793
-143.086672,1065,3199.226244
-142.151332,2145,3200.850964
-358.772541,1945,3202.303069
-273.857057,1314,3205.68735
-462.246364,2366,3207.368356
-213.506398,1833,3208.803615
-146.597531,1439,3210.065602
-407.135001,2112,3213.963218
-206.526149,1834,3215.38474
7.239131,340,3215.992161
-210.721693,2509,3217.834421
-298.446767,2180,3219.43775
-171.645007,987,3220.39776
-265.500908,1335,3223.920005
-274.895726,1230,3225.046665
-118.965501,922,3225.979106
-125.906566,997,3226.941612
-238.752443,1276,3228.069941
-268.039342,1018,3229.071675
-205.608809,1272,3230.191409
-194.346856,1499,3233.851591
-233.960722,2700,3235.73155
32.305695,340,3236.349197
-138.02706,1851,3237.802123
-119.61063,1768,3239.205933
-197.390975,2700,3243.420608
-198.510762,2219,3245.042462
-169.885338,1717,3246.372884
28.657261,340,3246.986213
-178.211392,1049,3247.971614
-210.00381,1684,3251.705841
-337.362122,2700,3253.614003
-171.596759,1267,3254.724015
-232.958114,1014,3255.714864
-233.854231,1063,3256.707012
-245.61659,1063,3260.134482
-181.326695,1622,3261.445581
-193.946023,2025,3262.946943
-284.39303,2669,3264.799105
-186.060417,762,3265.652657
-225.327356,1397,3269.313875
-316.536833,983,3270.272264
-160.220406,1619,3271.619808
-120.537709,1564,3272.878169
-16.390901,340,3273.502568
-190.797089,2700,3277.682904
-270.772398,2700,3279.599803
-224.637306,1043,3280.620356
-321.492789,1680,3281.957503
93.244861,340,3282.567667
-241.388901,1483,3283.834227
-256.471987,863,3287.038872
-49.051047,340,3287.660888
93.572992,340,3288.29303
-194.556964,1041,3289.271819
-239.264031,1618,3290.571256
-264.894309,1538,3291.819689
-219.696192,1695,3293.200649
-322.410275,1791,3297.019392
-223.710072,1579,3298.360051
-220.035926,1599,3299.649569
-334.101597,2342,3301.350737
-254.693528,2079,3302.879301
-360.423317,1395,3306.336029
-236.209805,1903,3307.782113
-183.616459,1248,3308.888165
-219.005847,1529,3310.173044
-271.341919,1879,3311.634057
-324.792785,1802,3315.357472
-330.423967,2700,3317.19243
54.71221,417,3317.848176
-382.213051,2700,3319.737154
-218.834554,1121,3323.06287
-79.507911,2376,3324.778557
-117.126499,2184,3326.385801
-232.045915,936,3327.335478
-192.753695,1379,3328.528343
-276.644288,2700,3332.708303
-343.063145,1790,3334.122974
-252.247914,924,3335.078096
-245.83714,2700,3336.967921
-240.478697,2145,3340.845009
-223.815068,2700,3342.782769
-184.269752,1197,3343.875894
-397.344073,2426,3345.59707
-146.167245,1239,3348.977659
-289.438675,1745,3350.372365
84.791436,414,3351.022222
-220.171733,1585,3352.333009
-345.642757,2519,3354.123612
-486.059353,2421,3358.231361
-318.35609,2384,3359.95592
-23.817464,414,3360.616999
-305.266242,2062,3362.172303
-297.838419,2700,3366.281546
-236.096088,1127,3367.330613
-8.5512,340,3367.954128
-318.737653,1320,3369.281158
-198.219371,722,3370.12223
-201.925208,1020,3371.141392
-240.154019,1808,3372.593777
-332.924665,2145,3376.549881
-310.98655,1924,3378.021564
-161.10307,976,3378.97545
-31.514457,2700,3380.857797
-1.441029,426,3381.511511
-313.964921,1585,3385.136054
-214.608132,1301,3386.295471
74.0,414,3386.948558
-387.189478,2483,3388.755298
-281.017958,1841,3390.154316
-346.33025,1338,3391.290832
-58.93752,414,3394.288548
-412.086005,1558,3395.55949
-217.22376,1187,3396.659396
-217.49643,1207,3397.755239
-426.666485,2700,3399.642795
-193.096162,1567,3403.206487
-171.67149,1643,3404.529444
-253.508895,1911,3405.974736
-165.444759,1373,3407.155122
-229.180435,2496,3408.926682
-249.111748,1389,3412.332476
45.709402,414,3412.989822
-249.398268,2700,3414.937648
-276.766492,2625,3416.801846
-183.973152,1380,3420.299513
-253.234247,1204,3421.365222
-194.916726,1418,3422.595333
-168.608653,1041,3423.619824
-12.677158,416,3424.271872
-289.781087,2700,3426.233908
-273.77769,1380,3429.815856
-78.879445,1436,3431.025741
-298.633167,1901,3432.44356
-593.877943,2583,3434.235223
-121.200785,1196,3435.293654
-166.95654,2700,3439.591232
-440.859403,2557,3441.336103
-199.601749,2700,3443.139327
89.932076,340,3443.762962
-196.95099,1294,3447.166094
-216.085994,2149,3448.752588
-102.40242,2300,3450.354402
-268.647317,954,3451.323683
-176.426463,1595,3452.599088
-123.15567,2700,3456.923618
-147.102416,1253,3458.034337
69.847687,340,3458.654022
-323.172554,1963,3460.112849
-219.008981,2293,3464.44017
-95.904739,1188,3465.536267
-292.427712,1617,3466.86384
-256.277333,1618,3468.189155
-208.306668,1023,3469.225175
-294.475383,1333,3470.37911
-243.008832,1457,3473.899836
74.0,340,3474.549539
-222.488811,1636,3475.872704
-95.155423,2700,3477.781314
-199.766953,1667,3479.119668
-355.247277,2515,3483.203903
-206.676399,2368,3484.865918
-284.35216,2223,3486.492427
-356.472108,2301,3488.139363
26.313097,340,3491.114699
-224.298182,1927,3492.55601
-302.571735,1840,3493.997928
-381.042367,1380,3495.178801
-31.946778,414,3495.834583
-206.072838,1015,3496.787918
-249.627985,2700,3501.05807
95.084918,340,3501.679865
-194.389596,1002,3502.688331
-243.55378,1461,3503.893793
-299.859016,1944,3505.331326
-273.562181,1523,3506.595203
-159.946389,2409,3510.760739
-145.456953,1308,3511.904651
19.304124,2700,3513.719053
-220.652632,1797,3515.197968
-223.233592,2700,3519.807667
-280.796117,1338,3520.964288
-512.36469,2447,3522.673915
-266.616703,1111,3523.700813
-227.833712,1909,3527.506234
33.975146,340,3528.121769
-171.681065,1584,3529.408278
15.35262,414,3530.049313
-191.505405,2700,3531.872821
-150.72905,2700,3536.041274
-281.002863,1361,3537.232156
-243.756013,1392,3538.446936
-403.46532,2175,3540.020685
74.0,414,3540.674401
52.452658,340,3541.302479
-174.6669,1510,3542.526717
74.0,340,3545.435505
-205.354477,1548,3546.691115
-230.634508,1974,3548.170872
-342.076069,2197,3549.751257
-316.326453,1814,3551.142228
-308.763556,1232,3554.734013
-254.960854,1670,3556.028902
108.793201,340,3556.646693
-270.574955,2700,3558.564777
-444.706212,2428,3560.236526
-205.315316,2700,3564.357577
-158.358885,1355,3565.511194
-147.765814,1212,3566.579967
-281.701107,962,3567.571396
-104.194974,2071,3569.122143
-224.203837,851,3572.235852
-189.940767,1676,3573.586817
-287.76709,1342,3574.742959
-208.84475,1558,3576.000637
-212.758324,1021,3576.98221
-263.687035,2012,3580.743963
-24.486982,1664,3582.066351
-218.431411,1659,3583.398787
-242.411797,1095,3584.413618
-308.586503,1516,3585.62054
-388.962157,1597,3586.89239
-4.317739,2700,3591.102259
104.476114,340,3591.716036
-398.722393,2506,3593.524401
31.905289,340,3594.131754
-405.971324,2168,3595.703051
-225.325533,1004,3599.074036
-368.10784,2700,3600.917948
-186.522937,956,3601.859164
-323.397604,2125,3603.439163
-224.43465,1982,3607.181279
12.814504,2700,3609.070163
-146.864993,1237,3610.170614
-259.456695,2700,3612.02841
-62.0601,1109,3615.265507
19.298212,340,3615.869543
-292.352345,1751,3617.225992
-314.209777,2160,3618.898298
-144.209056,2700,3620.711191
-186.056595,2700,3624.860615
-251.058394,1671,3626.175774
-69.370747,2300,3627.832481
-250.108282,907,3628.808437
-254.203647,2700,3632.958578
-264.728965,1615,3634.260603
37.985927,340,3634.869925
-210.694849,1309,3636.006675
-107.232155,2494,3637.783029
-154.930508,1617,3641.329233
-307.055668,1755,3642.700756
-314.04206,2700,3644.559366
-298.115716,1572,3645.834034
-218.697168,1854,3649.497147
-287.016619,868,3650.402464
-110.348269,2700,3652.248312
-183.845742,967,3653.229182
-328.793441,2491,3654.996042
-384.456286,1501,3658.814548
-187.009044,1585,3660.092834
-341.071942,2700,3661.985262
-254.405773,966,3662.935984
10.220262,414,3663.597877
-178.985272,1449,3664.807854
-201.664921,1817,3668.417948
-17.730572,2700,3670.334346
-332.008966,1817,3671.730648
-3.460638,340,3672.329804
-147.849106,2700,3676.463055
-325.49013,2302,3678.157282
-184.188131,2231,3679.759503
-415.66979,2670,3681.606942
-294.113193,1657,3685.204562
-83.642155,2700,3687.059496
-6.806237,340,3687.681215
-247.024176,825,3688.58302
-143.175406,1224,3689.683007
-274.036281,2700,3693.772329
-324.448307,1469,3694.976127
16.507545,2312,3696.629398
-216.272759,2700,3698.488427
74.0,340,3701.685101
-202.631462,2700,3703.617449
-348.954636,2700,3705.452567
-157.045846,2700,3709.653338
-223.286657,2007,3711.140543
-290.702178,1974,3712.6164
91.641752,340,3713.250663
-483.917631,2700,3715.120957
140.912698,414,3715.774576
-152.761284,2216,3719.754124
74.0,439,3720.423189
-226.56434,1454,3721.635393
30.866755,2603,3723.457721
-283.293561,1118,3724.489614
7.002076,414,3725.144212
-206.223062,720,3728.244037
-248.683722,1137,3729.285315
-156.70547,761,3730.135772
-157.358689,2224,3731.721143
-303.675808,2434,3733.494834
-160.504244,2168,3737.335124
-298.269985,1473,3738.623138
-328.852732,2394,3740.363585
9.084393,422,3741.026159
-157.672282,1538,3742.314267
-249.527183,926,3743.259993
-141.567446,2700,3747.345154
-117.000107,1013,3748.370752
-357.626511,2700,3750.234604
-171.679466,1535,3751.485503
-116.398689,2095,3755.315975
-287.843481,1704,3756.651485
-422.077244,2011,3758.151107
-135.128612,1862,3759.574248
-226.862814,867,3760.495995
-3.792218,414,3763.350788
74.0,414,3764.000132
-139.084045,2464,3765.740383
-153.139735,2133,3767.326011
-296.712779,1747,3768.719594
-226.75328,1216,3772.061508
-290.750552,1264,3773.200824
38.381262,340,3773.835283
-383.504093,2700,3775.723828
-203.484545,1057,3776.736736
-307.874563,1572,3778.016563
-298.554627,1023,3779.007868
-189.397868,1796,3782.64332
-204.903627,1366,3783.823868
51.387172,414,3784.494138
-213.079606,1419,3785.687761
-280.172317,2700,3787.536257
8.547319,424,3788.204289
-250.192952,1577,3791.7891
-296.554854,1828,3793.212254
-251.150125,1024,3794.202383
-87.91214,2700,3796.103065
-295.92867,1737,3799.846784
27.665654,349,3800.47229
-189.369928,2088,3802.021007
-179.735264,1002,3802.995144
-248.758783,934,3803.954613
-224.737974,1377,3805.122182
-235.92448,1238,3806.225922
-219.272407,1406,3809.827583
-191.778561,1830,3811.270881
-336.395047,1806,3812.658704
-304.638343,1995,3814.202975
-15.483903,414,3814.85836
-467.029222,1884,3818.690376
-313.511602,1476,3819.934477
-116.815235,2643,3821.741779
115.204072,2700,3823.633234
71.318221,414,3824.289611
-194.215342,2700,3828.573524
-387.044028,2344,3830.248555
-4.563026,420,3830.903587
47.115754,340,3831.514584
-431.589712,1814,3832.909845
-113.379554,1402,3836.429153
-382.971127,1513,3837.715559
-199.981915,1324,3838.877172
-189.473909,645,3839.664125
-181.27264,1867,3841.088564
-260.229932,2547,3845.200411
-270.991814,2469,3846.937228
33.162502,340,3847.545127
-56.429416,2700,3849.436894
34.491324,414,3850.077535
-315.896467,2410,3854.161723
-251.612307,1215,3855.235151
-202.407902,1716,3856.556974
-187.774829,1722,3857.91312
-340.493159,1819,3859.311287
-383.4911,2599,3863.545359
-197.708157,1603,3864.825254
-233.460724,2657,3866.655545
25.960505,340,3867.267511
-227.977716,2657,3871.485659
-235.387669,2700,3873.319822
-96.916258,2700,3875.130916
-272.432162,1843,3878.938561
-258.857739,993,3879.889938
-198.931613,1322,3881.016164
-317.029371,1945,3882.445455
-164.151185,2700,3884.396894
-270.952611,1295,3887.892984
-134.844845,1721,3889.26956
-298.994681,1739,3890.625148
-145.698101,1626,3891.924979
-359.651783,1966,3893.402379
-261.832643,1451,3897.019306
-171.879999,2105,3898.602433
-204.189169,2620,3900.436381
-290.115979,2700,3904.687411
-316.901597,1409,3905.863422
-229.827922,1642,3907.186914
-185.881338,2700,3909.053938
-214.64581,2281,3910.709977
-214.361871,2192,3914.720714
-268.56638,1370,3915.867535
-302.131687,921,3916.782469
-136.27252,1847,3918.223791
-348.431637,1496,3919.454554
-430.86309,2164,3923.365638
68.155925,340,3923.988427
-200.562919,856,3924.885148
18.555918,340,3925.489119
-132.343661,1790,3926.84892
-131.045429,2381,3928.570847
-121.252054,1930,3932.264673
-206.09725,1518,3933.55821
-345.980235,1855,3935.002229
-177.334418,1813,3936.415515
-156.917095,2700,3940.716777
-245.182072,1390,3941.888435
88.848958,423,3942.538493
-209.03027,1911,3944.031624
-238.962077,1199,3945.122199
-183.477218,621,3945.905875
-229.933933,2155,3949.747689
-260.30951,2700,3951.580078
-241.35549,2700,3953.445588
-230.641109,1110,3954.497835
-219.802696,2700,3958.66993
-218.908503,1672,3960.015244
-180.838902,2458,3961.743869
-221.517259,1007,3962.696972
-271.419096,935,3963.649314
-312.946739,1075,3967.072507
-284.007353,2099,3968.621338
64.921867,340,3969.258631
-356.967692,2700,3971.137496
-326.399261,1253,3972.233411
-259.200036,2700,3976.416545
-296.233277,1658,3977.716628
-259.167734,1485,3978.962815
-289.585197,866,3979.863853
74.0,421,3980.538217
-281.164406,2242,3984.428083
-22.632717,1536,3985.681227
-489.779899,2269,3987.321725
-490.083797,1641,3988.640628
-16.856119,420,3989.287192
43.286863,340,3989.909204
74.0,412,3990.578286
-301.284503,1074,3993.966934
-209.485149,2004,3995.464372
-309.526274,1966,3996.912392
-217.459909,2155,3998.509985
-659.343803,2356,4002.522627
-95.494581,2700,4004.435726
-223.549823,698,4005.242757
47.666691,340,4005.857151
-626.348368,2529,4007.625314
-239.10885,2517,4011.695148
-373.393801,2700,4013.622868
-387.084858,2145,4015.20161
-243.019406,765,4016.065137
-203.348842,1202,4017.186841
-255.01502,831,4020.413554
3.093595,2700,4022.246508
-269.778663,1962,4023.748837
20.213251,408,4024.406121
-399.439755,2426,4028.437385
-318.435232,1566,4029.692435
-332.084648,2058,4031.211015
-272.960129,1258,4032.318264
55.771273,340,4032.957138
-307.042451,2294,4034.602682
-172.132583,2700,4038.734315
-252.715951,1486,4039.959777
-226.343247,2062,4041.470387
-298.682091,2152,4043.068288
-372.308528,2700,4047.243881
7.249243,414,4047.885998
-491.576328,2108,4049.488434
-136.842633,2700,4051.38856
-369.157425,2700,4055.488583
-265.001509,2700,4057.369597
-357.73879,2077,4058.980573
7.068654,426,4059.630852
-191.901642,2550,4063.734045
-333.505616,2309,4065.354064
39.377038,2700,4067.197967
-132.353352,2099,4071.19952
-231.543207,1256,4072.286124
175.280107,414,4072.930948
-56.016652,2700,4074.889848
-17.466969,414,4075.55044
-248.043615,2172,4077.188629
-171.987628,1669,4080.825788
-198.660659,2700,4082.726006
46.053384,452,4083.425983
-311.422881,1460,4084.639584
-175.782249,1271,4085.773877
-405.760928,2700,4089.939193
-290.137162,1064,4090.932778
-211.051066,2084,4092.478833
-278.369432,1817,4093.919001
21.24108,415,4094.588392
-322.974779,2700,4098.778204
-27.155276,2700,4100.709697
-166.622144,1207,4101.825358
-390.044943,2700,4105.962565
-170.746375,2700,4107.867168
-22.075797,2638,4109.792379
-69.213042,2212,4111.491375
-173.706218,1860,4115.239183
74.0,412,4115.895616
-285.775641,1705,4117.226076
-514.190584,2700,4119.109951
-240.438342,1522,4122.696931
126.717873,414,4123.422689
-251.602865,1782,4124.821003
-194.595255,1094,4125.918611
-200.732303,1426,4127.137439
-65.439345,2038,4128.739396
7.311269,340,4129.35957
-416.248005,1998,4133.049399
-297.421073,1650,4134.384049
4.958065,340,4134.991717
-182.456413,1018,4135.999188
-232.983168,1812,4137.466779
-226.233616,2700,4141.608558
-163.996963,1339,4142.746223
-236.389775,1176,4143.825367
-315.235333,1805,4145.210149
-232.728534,2236,4146.860952
-246.773864,1721,4150.509366
-234.334215,1245,4151.606566
-80.721654,2700,4153.552604
-281.277323,1507,4154.761423
-174.520104,2070,4158.64415
-190.226962,2700,4160.528602
-227.776775,2700,4162.395358
-398.940225,2108,4163.955175
-325.976743,2174,4167.786551
